customer,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
21-8AH-12695,42,80,21078.899999999998,3,2,3,323
21-8AH-12704,1,135,79464.69000000002,1,1,1,111
21-8AH-12707,2,112,94289.71000000006,1,1,1,111
21-8AH-12710,367,35,12682.849999999999,4,3,4,434
21-8AH-12711,10,70,37104.409999999996,2,2,3,223
21-8AH-12714,12,103,94404.35000000003,3,1,1,311
21-8AH-12715,4,92,31032.54999999999,2,2,3,223
21-8AH-12717,56,10,7499.28,4,4,4,444
21-8AH-12726,4,91,50128.920000000006,2,2,2,222
21-8AH-12730,2,273,275064.1900000001,1,1,1,111
21-8AH-12732,417,5,1217.96,4,4,4,444
21-8AH-12740,24,20,14371.829999999998,3,4,4,344
21-8AH-12745,32,72,56882.360000000015,3,2,2,322
21-8AH-12751,1,141,91356.75000000004,1,1,1,111
21-8AH-12753,2,58,24076.460000000003,1,3,3,133
21-8AH-12755,1,165,67286.0,1,1,2,112
21-8AH-12758,0,284,209243.55,1,1,1,111
21-8AH-12759,102,46,17329.59999999999,4,3,4,434
21-8AH-1276,0,300,210630.50000000006,1,1,1,111
21-8AH-12760,0,51,27243.540000000005,1,3,3,133
21-8AH-1277,3,155,124537.57000000008,1,1,1,111
21-8AH-12780,368,90,52274.04999999998,4,2,2,422
21-8AH-12782,0,161,134246.94,1,1,1,111
21-8AH-12783,368,11,11115.999999999998,4,4,4,444
21-8AH-12788,76,28,20165.090000000004,4,4,3,443
21-8AH-1279,2,34,23251.56,1,3,3,133
21-8AH-12796,37,27,29581.96,3,4,3,343
21-8AH-128,8,184,163797.47,2,1,1,211
21-8AH-12801,4,34,25390.089999999997,2,3,3,233
21-8AH-12804,4,69,16432.440000000002,2,2,4,224
21-8AH-12807,6,76,72125.8,2,2,1,221
21-8AH-12808,44,29,41256.479999999996,3,4,2,342
21-8AH-12811,3,43,44874.7,1,3,2,132
21-8AH-12814,12,31,21254.58,3,4,3,343
21-8AH-12815,379,48,19774.599999999995,4,3,3,433
21-8AH-12821,1,127,134676.94,1,1,1,111
21-8AH-12825,9,56,78062.28000000003,2,3,1,231
21-8AH-12826,0,21,33272.799999999996,1,4,3,143
21-8AH-1283,33,20,8374.33,3,4,4,344
21-8AH-12832,20,76,78387.73,3,2,1,321
21-8AH-12836,24,54,26773.919999999995,3,3,3,333
21-8AH-12839,1,131,59566.27000000005,1,1,2,112
21-8AH-12842,3,84,66865.45000000003,1,2,2,122
21-8AH-12845,21,48,37761.63,3,3,2,332
21-8AH-12849,7,123,91980.94000000002,2,1,1,211
21-8AH-12850,4,126,109481.77999999996,2,1,1,211
21-8AH-12852,4,102,95918.81000000004,2,1,1,211
21-8AH-12856,43,101,35613.550000000025,3,1,3,313
21-8AH-12858,1,256,157851.66999999995,1,1,1,111
21-8AH-12860,55,20,23131.510000000002,4,4,3,443
21-8AH-12864,405,8,7212.78,4,4,4,444
21-8AH-1287,23,40,13035.329999999998,3,3,4,334
21-8AH-12870,28,100,44307.34999999998,3,2,2,322
21-8AH-12873,367,64,21578.54,4,2,3,423
21-8AH-12882,0,178,124135.8799999999,1,1,1,111
21-8AH-12883,370,26,19019.26,4,4,3,443
21-8AH-12887,41,42,45494.289999999986,3,3,2,332
21-8AH-12890,16,99,110991.92999999998,3,2,1,321
21-8AH-12895,6,99,39836.43000000002,2,2,2,222
21-8AH-12903,389,92,28756.510000000017,4,2,3,423
21-8AH-12908,373,45,11967.640000000009,4,3,4,434
21-8AH-12910,26,23,11664.609999999999,3,4,4,344
21-8AH-12915,32,5,2247.43,3,4,4,344
21-8AH-12926,0,42,12444.310000000001,1,3,4,134
21-8AH-12933,40,118,48967.2,3,1,2,312
21-8AH-12934,1,46,46548.58,1,3,2,132
21-8AH-12936,394,47,45376.09000000001,4,3,2,432
21-8AH-12939,427,21,19722.72,4,4,3,443
21-8AH-12953,0,282,261095.01999999984,1,1,1,111
21-8AH-12954,2,57,49198.490000000005,1,3,2,132
21-8AH-1296,1,38,35409.350000000006,1,3,3,133
21-8AH-12960,10,98,86488.01000000002,2,2,1,221
21-8AH-12964,1,191,109711.61999999997,1,1,1,111
21-8AH-12967,377,45,27610.649999999994,4,3,3,433
21-8AH-12968,370,27,13805.399999999998,4,4,4,444
21-8AH-12974,1,30,12738.6,1,4,4,144
21-8AH-12975,8,59,20791.690000000002,2,3,3,233
21-8AH-12979,13,100,45551.960000000014,3,2,2,322
21-8AH-1298,33,43,33914.729999999996,3,3,3,333
21-8AH-12986,18,31,25476.01000000001,3,4,3,343
21-8AH-12987,37,25,12960.150000000003,3,4,4,344
21-8AH-1300,0,167,71049.84,1,1,1,111
21-8AH-13013,14,103,33918.139999999985,3,1,3,313
21-8AH-13018,40,38,17121.33,3,3,4,334
21-8AH-13020,7,67,37606.530000000006,2,2,2,222
21-8AH-13023,4,123,81819.68,2,1,1,211
21-8AH-13028,372,23,19971.0,4,4,3,443
21-8AH-1303,365,36,24501.110000000008,4,3,3,433
21-8AH-13032,14,48,31223.14,3,3,3,333
21-8AH-13035,12,132,85460.81999999998,3,1,1,311
21-8AH-13039,2,221,110740.68000000005,1,1,1,111
21-8AH-13041,135,67,37935.38000000001,4,2,2,422
21-8AH-13046,5,81,44722.16,2,2,2,222
21-8AH-13047,2,115,69131.77999999998,1,1,2,112
21-8AH-1306,3,31,8767.450000000003,1,4,4,144
21-8AH-13060,2,30,15720.169999999996,1,4,4,144
21-8AH-13068,4,109,106187.28000000004,2,1,1,211
21-8AH-13073,4,29,23767.95,2,4,3,243
21-8AH-13078,5,267,280822.52000000025,2,1,1,211
21-8AH-13081,43,86,59614.23999999998,3,2,2,322
21-8AH-13082,5,25,32527.189999999995,2,4,3,243
21-8AH-13084,87,47,55944.530000000006,4,3,2,432
21-8AH-13087,2,314,138445.49000000002,1,1,1,111
21-8AH-13092,306,4,3019.1099999999997,4,4,4,444
21-8AH-13094,5,84,31801.409999999993,2,2,3,223
21-8AH-13098,3,71,70069.66,1,2,1,121
21-8AH-131,9,31,30557.950000000004,2,4,3,243
21-8AH-13108,3,186,97385.41999999994,1,1,1,111
21-8AH-13109,246,39,18394.810000000005,4,3,3,433
21-8AH-13113,2,189,163927.93000000002,1,1,1,111
21-8AH-13119,385,27,9825.300000000001,4,4,4,444
21-8AH-13124,8,118,71925.42999999996,2,1,1,211
21-8AH-1313,6,68,62052.79999999999,2,2,2,222
21-8AH-13132,53,102,45479.96999999995,4,1,2,412
21-8AH-13135,436,33,15697.899999999998,4,3,4,434
21-8AH-13145,45,140,71169.76999999999,3,1,1,311
21-8AH-13146,16,138,89894.70999999999,3,1,1,311
21-8AH-13149,2,51,26819.209999999995,1,3,3,133
21-8AH-1315,12,166,91878.03999999996,3,1,1,311
21-8AH-13152,3,181,163529.63000000003,1,1,1,111
21-8AH-13154,0,264,223668.77999999997,1,1,1,111
21-8AH-13157,9,55,69054.61999999998,2,3,2,232
21-8AH-1316,16,63,61804.41000000002,3,2,2,322
21-8AH-13168,0,224,233078.90999999997,1,1,1,111
21-8AH-13170,368,26,26952.579999999998,4,4,3,443
21-8AH-13172,35,104,114338.53000000001,3,1,1,311
21-8AH-13178,368,55,33932.52999999999,4,3,3,433
21-8AH-13179,4,64,37577.27999999998,2,2,2,222
21-8AH-1318,23,18,9950.7,3,4,4,344
21-8AH-13182,1,65,55615.110000000015,1,2,2,122
21-8AH-13185,1,127,77475.63999999997,1,1,1,111
21-8AH-13195,3,79,75315.60999999996,1,2,1,121
21-8AH-13199,375,44,21389.730000000003,4,3,3,433
21-8AH-132,3,117,82367.49999999997,1,1,1,111
21-8AH-1320,72,56,40953.05999999999,4,3,2,432
21-8AH-13202,5,32,34036.75,2,4,3,243
21-8AH-13204,1,352,190509.60999999975,1,1,1,111
21-8AH-13206,45,31,8962.070000000002,3,4,4,344
21-8AH-13207,20,54,22226.069999999996,3,3,3,333
21-8AH-13210,2,128,68576.56000000004,1,1,2,112
21-8AH-13211,368,168,73184.24999999996,4,1,1,411
21-8AH-13215,5,117,50719.57,2,1,2,212
21-8AH-1322,9,71,32599.09,2,2,3,223
21-8AH-13226,2,103,71962.43000000001,1,1,1,111
21-8AH-13229,0,59,23736.43,1,3,3,133
21-8AH-13235,5,132,51899.49000000001,2,1,2,212
21-8AH-13236,26,99,34375.26,3,2,3,323
21-8AH-13249,1,101,34913.55000000001,1,1,3,113
21-8AH-1325,1,133,44596.4,1,1,2,112
21-8AH-13250,366,104,31039.16000000001,4,1,3,413
21-8AH-13255,2,28,14423.250000000002,1,4,4,144
21-8AH-13256,27,50,31423.34999999999,3,3,3,333
21-8AH-1326,7,114,93081.66999999998,2,1,1,211
21-8AH-13265,5,74,50986.90999999999,2,2,2,222
21-8AH-13273,72,10,5781.360000000001,4,4,4,444
21-8AH-13278,14,21,16619.850000000006,3,4,4,344
21-8AH-13280,7,61,64730.06000000001,2,2,2,222
21-8AH-13281,0,212,154916.18000000014,1,1,1,111
21-8AH-13285,12,99,209074.06999999995,3,2,1,321
21-8AH-13292,44,28,12804.92,3,4,4,344
21-8AH-13293,44,28,10587.730000000001,3,4,4,344
21-8AH-13297,14,49,30946.92,3,3,3,333
21-8AH-13299,6,37,28194.710000000003,2,3,3,233
21-8AH-13302,5,116,81037.65000000002,2,1,1,211
21-8AH-13323,25,22,29595.06,3,4,3,343
21-8AH-13324,13,90,73570.75999999998,3,2,1,321
21-8AH-13327,7,84,59412.95999999998,2,2,2,222
21-8AH-13340,14,42,31825.619999999995,3,3,3,333
21-8AH-13347,134,32,27145.619999999995,4,4,3,443
21-8AH-13353,41,21,7586.999999999999,3,4,4,344
21-8AH-13354,1,119,86310.74999999999,1,1,1,111
21-8AH-13356,1,42,39153.259999999995,1,3,2,132
21-8AH-13362,41,42,29567.400000000012,3,3,3,333
21-8AH-13368,0,63,19846.179999999993,1,2,3,123
21-8AH-13376,0,108,32991.16,1,1,3,113
21-8AH-13379,2,116,34645.93999999999,1,1,3,113
21-8AH-13386,365,65,18915.40000000001,4,2,3,423
21-8AH-13391,1,77,43560.16000000002,1,2,2,122
21-8AH-134,6,33,42450.16,2,3,2,232
21-8AH-13400,2,35,42788.44000000001,1,3,2,132
21-8AH-13401,1,138,109736.7300000001,1,1,1,111
21-8AH-13406,10,23,16153.880000000005,2,4,4,244
21-8AH-13409,5,84,69560.39000000003,2,2,1,221
21-8AH-13416,55,187,114740.73000000003,4,1,1,411
21-8AH-13422,22,91,59622.73999999999,3,2,2,322
21-8AH-13440,365,88,46878.810000000005,4,2,2,422
21-8AH-13441,365,58,35704.32,4,3,3,433
21-8AH-13442,371,39,21293.059999999998,4,3,3,433
21-8AH-13448,4,349,226504.50999999995,2,1,1,211
21-8AH-1345,58,54,54465.299999999974,4,3,2,432
21-8AH-13451,391,63,49632.77000000001,4,2,2,422
21-8AH-13454,5,144,104926.65000000005,2,1,1,211
21-8AH-13456,26,124,65417.82000000001,3,1,2,312
21-8AH-13458,0,69,46303.54999999998,1,2,2,122
21-8AH-13459,0,71,48698.23,1,2,2,122
21-8AH-13461,375,13,6375.38,4,4,4,444
21-8AH-13462,370,77,34920.36,4,2,3,423
21-8AH-13468,150,4,3539.8199999999997,4,4,4,444
21-8AH-13472,369,83,49227.20000000002,4,2,2,422
21-8AH-13478,14,76,40656.85999999999,3,2,2,322
21-8AH-1348,30,70,26130.429999999986,3,2,3,323
21-8AH-13484,1,92,84149.38000000003,1,2,1,121
21-8AH-13487,28,212,171915.62999999998,3,1,1,311
21-8AH-1349,5,124,51485.47000000003,2,1,2,212
21-8AH-13490,11,86,28643.179999999993,2,2,3,223
21-8AH-13495,124,7,1414.01,4,4,4,444
21-8AH-1350,373,46,14939.950000000004,4,3,4,434
21-8AH-13503,366,69,23579.97000000001,4,2,3,423
21-8AH-13509,5,97,59827.850000000006,2,2,2,222
21-8AH-1351,12,30,18256.49,3,4,4,344
21-8AH-13522,366,155,110648.00000000003,4,1,1,411
21-8AH-1353,1,92,56846.11999999998,1,2,2,122
21-8AH-13537,8,41,22519.149999999998,2,3,3,233
21-8AH-13539,374,87,53040.18999999999,4,2,2,422
21-8AH-13543,450,8,5299.75,4,4,4,444
21-8AH-13545,3,87,71611.07999999994,1,2,1,121
21-8AH-13546,0,44,33048.88,1,3,3,133
21-8AH-13554,1,81,42313.27999999999,1,2,2,122
21-8AH-13557,3,126,105654.07000000002,1,1,1,111
21-8AH-13558,39,81,43677.380000000005,3,2,2,322
21-8AH-1356,60,79,30082.149999999998,4,2,3,423
21-8AH-13561,67,45,15721.710000000003,4,3,4,434
21-8AH-13568,50,29,12650.369999999995,4,4,4,444
21-8AH-13571,42,11,5238.4,3,4,4,344
21-8AH-13579,523,7,2320.0199999999995,4,4,4,444
21-8AH-13587,1,32,28420.590000000004,1,4,3,143
21-8AH-13598,7,191,145591.16999999998,2,1,1,211
21-8AH-1360,15,77,64671.649999999994,3,2,2,322
21-8AH-13600,61,29,27496.26,4,4,3,443
21-8AH-13606,30,4,697.26,3,4,4,344
21-8AH-13607,24,55,52113.330000000016,3,3,2,332
21-8AH-13609,30,78,68654.97999999998,3,2,2,322
21-8AH-13610,379,106,70304.32999999999,4,1,1,411
21-8AH-13612,385,11,4673.650000000001,4,4,4,444
21-8AH-13614,10,34,16115.360000000006,2,3,4,234
21-8AH-1362,10,43,22942.670000000002,2,3,3,233
21-8AH-13620,0,44,33031.299999999996,1,3,3,133
21-8AH-13626,370,56,33308.71,4,3,3,433
21-8AH-13628,6,54,35563.06,2,3,3,233
21-8AH-13630,1,81,63944.27999999998,1,2,2,122
21-8AH-13631,0,29,25067.21,1,4,3,143
21-8AH-13633,21,86,62186.76,3,2,2,322
21-8AH-13635,1,159,102668.04999999994,1,1,1,111
21-8AH-13636,1,30,17313.41,1,4,4,144
21-8AH-13637,225,38,23349.700000000008,4,3,3,433
21-8AH-1364,368,97,56814.650000000016,4,2,2,422
21-8AH-13640,3,135,85146.93000000001,1,1,1,111
21-8AH-13643,4,12,8195.85,2,4,4,244
21-8AH-13645,7,39,31446.959999999985,2,3,3,233
21-8AH-13651,1,51,35703.719999999994,1,3,3,133
21-8AH-13653,3,127,132345.61000000007,1,1,1,111
21-8AH-13657,0,124,112578.21999999999,1,1,1,111
21-8AH-13658,382,17,10896.71,4,4,4,444
21-8AH-13660,1,62,45640.14,1,2,2,122
21-8AH-13663,0,98,87534.26000000001,1,2,1,121
21-8AH-13664,2,59,42105.12999999999,1,3,2,132
21-8AH-13670,373,24,18003.58,4,4,4,444
21-8AH-13674,5,176,97434.11000000003,2,1,1,211
21-8AH-13676,4,58,19277.340000000007,2,3,3,233
21-8AH-13679,16,51,20681.27,3,3,3,333
21-8AH-13691,112,29,10657.079999999998,4,4,4,444
21-8AH-13694,439,15,5440.330000000001,4,4,4,444
21-8AH-13696,14,107,51958.770000000004,3,1,2,312
21-8AH-137,2,180,159249.77000000008,1,1,1,111
21-8AH-13706,18,67,73556.99000000003,3,2,1,321
21-8AH-13707,82,15,13148.16,4,4,4,444
21-8AH-13711,20,76,63358.670000000006,3,2,2,322
21-8AH-13717,9,67,69828.48,2,2,1,221
21-8AH-13719,374,61,63161.779999999984,4,2,2,422
21-8AH-13720,14,158,176745.7400000001,3,1,1,311
21-8AH-13722,6,101,66789.78,2,1,2,212
21-8AH-13727,22,12,16132.1,3,4,4,344
21-8AH-13728,5,53,58441.57000000005,2,3,2,232
21-8AH-1373,20,57,43911.21,3,3,2,332
21-8AH-13730,13,81,73021.33,3,2,1,321
21-8AH-13734,3,91,67035.74,1,2,2,122
21-8AH-13737,9,232,144142.17000000013,2,1,1,211
21-8AH-13740,17,85,46509.65,3,2,2,322
21-8AH-13746,1,78,61218.95,1,2,2,122
21-8AH-13749,16,50,45845.73000000001,3,3,2,332
21-8AH-13758,1,61,26307.409999999996,1,2,3,123
21-8AH-1376,1,71,39755.380000000005,1,2,2,122
21-8AH-13761,36,21,12585.76,3,4,4,344
21-8AH-13763,0,156,140682.48999999996,1,1,1,111
21-8AH-13764,400,13,8783.890000000001,4,4,4,444
21-8AH-13765,9,72,47974.36,2,2,2,222
21-8AH-13767,63,18,18464.420000000002,4,4,3,443
21-8AH-13772,161,4,7746.16,4,4,4,444
21-8AH-1378,5,60,35024.69,2,2,3,223
21-8AH-13782,2,54,23442.79,1,3,3,133
21-8AH-13784,3,145,61476.009999999995,1,1,2,112
21-8AH-13788,26,111,49398.57,3,1,2,312
21-8AH-13790,158,5,3378.3700000000003,4,4,4,444
21-8AH-13800,19,194,109778.22000000003,3,1,1,311
21-8AH-13811,6,94,64858.53999999999,2,2,2,222
21-8AH-13822,8,165,73155.23000000004,2,1,1,211
21-8AH-13827,368,22,11560.989999999998,4,4,4,444
21-8AH-13829,1,119,101196.22999999992,1,1,1,111
21-8AH-1383,16,15,15815.480000000001,3,4,4,344
21-8AH-13835,3,49,65441.03000000002,1,3,2,132
21-8AH-13838,2,98,105960.35999999994,1,2,1,121
21-8AH-13840,367,84,86348.56999999995,4,2,1,421
21-8AH-13842,23,40,44437.09999999999,3,3,2,332
21-8AH-13845,12,100,37163.10999999999,3,2,3,323
21-8AH-13848,16,7,1804.04,3,4,4,344
21-8AH-13849,38,62,17940.849999999995,3,2,4,324
21-8AH-1385,584,10,1972.3,4,4,4,444
21-8AH-13850,5,101,49660.799999999996,2,1,2,212
21-8AH-13854,2,52,30232.260000000006,1,3,3,133
21-8AH-13856,12,66,17284.309999999998,3,2,4,324
21-8AH-13863,1,63,49094.08999999999,1,2,2,122
21-8AH-13867,3,34,4129.8099999999995,1,3,4,134
21-8AH-13870,73,19,23038.230000000003,4,4,3,443
21-8AH-13876,333,52,32358.99999999999,4,3,3,433
21-8AH-13880,2,36,18583.44,1,3,3,133
21-8AH-13888,0,508,253340.39000000004,1,1,1,111
21-8AH-13891,5,62,41646.01,2,2,2,222
21-8AH-13892,2,130,51269.83000000001,1,1,2,112
21-8AH-13896,35,139,40413.92,3,1,2,312
21-8AH-13897,9,148,92878.78000000001,2,1,1,211
21-8AH-13899,10,185,114892.41999999998,2,1,1,211
21-8AH-1390,404,29,24361.910000000003,4,4,3,443
21-8AH-13903,4,389,217181.79999999978,2,1,1,211
21-8AH-13907,7,34,9916.479999999998,2,3,4,234
21-8AH-13908,0,114,74449.37999999999,1,1,1,111
21-8AH-13912,22,81,109219.33,3,2,1,321
21-8AH-13915,2,43,54779.479999999996,1,3,2,132
21-8AH-1392,4,20,23409.929999999997,2,4,3,243
21-8AH-13924,15,159,151110.02000000005,3,1,1,311
21-8AH-13931,583,2,200.0,4,4,4,444
21-8AH-13936,9,93,83556.48000000004,2,2,1,221
21-8AH-13947,75,44,71984.96000000002,4,3,1,431
21-8AH-13950,34,57,44524.53999999998,3,3,2,332
21-8AH-13957,385,14,13653.009999999998,4,4,4,444
21-8AH-13958,2,160,157402.83000000005,1,1,1,111
21-8AH-13961,1,242,105573.78999999998,1,1,1,111
21-8AH-13966,2,70,52034.57000000001,1,2,2,122
21-8AH-13967,28,85,42007.17999999999,3,2,2,322
21-8AH-13971,2,81,35659.159999999996,1,2,3,123
21-8AH-13975,2,64,35008.16,1,2,3,123
21-8AH-13976,2,32,19468.17,1,4,3,143
21-8AH-13980,2,99,68621.59000000001,1,2,2,122
21-8AH-13988,2,74,105718.82000000005,1,2,1,121
21-8AH-1399,18,49,35725.99999999999,3,3,3,333
21-8AH-13990,16,61,30653.480000000003,3,2,3,323
21-8AH-13995,35,21,29558.68,3,4,3,343
21-8AH-14001,0,404,227487.12000000008,1,1,1,111
21-8AH-14002,10,51,48788.42000000001,2,3,2,232
21-8AH-14007,246,2,213.75,4,4,4,444
21-8AH-14009,30,28,17682.37,3,4,4,344
21-8AH-14011,10,52,41218.340000000004,2,3,2,232
21-8AH-1402,1,93,58615.68999999996,1,2,2,122
21-8AH-14020,5,293,180444.55000000002,2,1,1,211
21-8AH-14022,12,65,46530.65999999999,3,2,2,322
21-8AH-14025,15,41,28915.820000000003,3,3,3,333
21-8AH-14036,19,49,44503.549999999996,3,3,2,332
21-8AH-14041,22,60,31478.119999999995,3,2,3,323
21-8AH-14048,0,109,58761.93999999999,1,1,2,112
21-8AH-14055,365,80,26259.98,4,2,3,423
21-8AH-14059,1,43,17471.969999999998,1,3,4,134
21-8AH-14060,0,101,49046.05000000001,1,1,2,112
21-8AH-14061,367,64,33439.61,4,2,3,423
21-8AH-14063,393,21,8985.08,4,4,4,444
21-8AH-14069,1,52,31886.609999999986,1,3,3,133
21-8AH-14073,9,216,182733.1200000002,2,1,1,211
21-8AH-14075,390,16,15453.680000000004,4,4,4,444
21-8AH-14077,50,57,60781.74000000002,4,3,2,432
21-8AH-14078,2,53,38096.71000000001,1,3,2,132
21-8AH-14079,71,31,19466.059999999998,4,4,3,443
21-8AH-1408,2,176,99907.73000000003,1,1,1,111
21-8AH-14082,84,12,5903.3099999999995,4,4,4,444
21-8AH-14090,2,146,100745.73,1,1,1,111
21-8AH-14091,3,131,54452.259999999995,1,1,2,112
21-8AH-14094,44,12,9192.77,3,4,4,344
21-8AH-1410,31,31,30900.120000000003,3,4,3,343
21-8AH-14106,15,21,20952.619999999995,3,4,3,343
21-8AH-14110,369,115,65497.689999999966,4,1,2,412
21-8AH-14112,1,62,31601.859999999993,1,2,3,123
21-8AH-1412,18,41,54572.430000000015,3,3,2,332
21-8AH-14121,1,143,62264.27999999999,1,1,2,112
21-8AH-14125,411,8,3496.36,4,4,4,444
21-8AH-14126,412,25,11932.150000000001,4,4,4,444
21-8AH-14127,26,63,44015.29,3,2,2,322
21-8AH-14139,373,22,8880.480000000001,4,4,4,444
21-8AH-14140,2,23,16860.7,1,4,4,144
21-8AH-14141,4,134,139293.5,2,1,1,211
21-8AH-14144,90,6,9105.17,4,4,4,444
21-8AH-14147,9,42,46990.54,2,3,2,232
21-8AH-14153,19,58,62375.37999999999,3,3,2,332
21-8AH-14155,31,106,104586.36000000002,3,1,1,311
21-8AH-14160,12,80,49164.22999999999,3,2,2,322
21-8AH-14161,31,14,9185.4,3,4,4,344
21-8AH-14169,16,38,19037.420000000002,3,3,3,333
21-8AH-14173,27,38,17380.84,3,3,4,334
21-8AH-14174,365,99,31514.17999999999,4,2,3,423
21-8AH-14175,197,37,14229.480000000001,4,3,4,434
21-8AH-14177,37,85,62379.360000000015,3,2,2,322
21-8AH-14184,51,68,34015.299999999996,4,2,3,423
21-8AH-1419,44,21,16795.109999999997,3,4,4,344
21-8AH-14196,16,23,18960.559999999998,3,4,3,343
21-8AH-142,2,290,210593.63999999996,1,1,1,111
21-8AH-14201,3,32,18629.690000000006,1,4,3,143
21-8AH-14210,3,66,40150.43999999999,1,2,2,122
21-8AH-14211,366,9,7136.110000000001,4,4,4,444
21-8AH-14212,370,128,78863.56999999998,4,1,1,411
21-8AH-14215,366,103,67645.74999999997,4,1,2,412
21-8AH-14218,34,55,27576.800000000007,3,3,3,333
21-8AH-14227,50,9,4299.92,4,4,4,444
21-8AH-14230,12,55,22107.499999999996,3,3,3,333
21-8AH-14234,16,49,16630.91,3,3,4,334
21-8AH-14239,385,35,18180.760000000006,4,3,4,434
21-8AH-14242,2,22,12634.349999999999,1,4,4,144
21-8AH-1425,3,43,33745.979999999996,1,3,3,133
21-8AH-14255,614,1,727.26,4,4,4,444
21-8AH-14257,0,153,98591.35999999996,1,1,1,111
21-8AH-14259,6,26,27259.420000000002,2,4,3,243
21-8AH-1426,116,123,110423.62999999993,4,1,1,411
21-8AH-14260,31,29,25363.07,3,4,3,343
21-8AH-14268,2,164,96733.35000000003,1,1,1,111
21-8AH-14273,6,214,146396.92000000007,2,1,1,211
21-8AH-14274,41,40,26672.690000000002,3,3,3,333
21-8AH-14276,36,99,96696.89000000007,3,2,1,321
21-8AH-14277,7,25,20627.259999999987,2,4,3,243
21-8AH-1428,24,60,51970.53,3,2,2,322
21-8AH-14295,1,154,152523.36999999994,1,1,1,111
21-8AH-1430,46,92,87034.35,3,2,1,321
21-8AH-14300,4,20,7448.669999999999,2,4,4,244
21-8AH-14301,55,9,2700.25,4,4,4,444
21-8AH-14305,481,10,2589.7300000000005,4,4,4,444
21-8AH-1431,369,59,16883.940000000002,4,3,4,434
21-8AH-14310,22,284,183676.45000000016,3,1,1,311
21-8AH-14311,17,20,10384.400000000001,3,4,4,344
21-8AH-14321,121,14,8476.619999999999,4,4,4,444
21-8AH-1433,25,88,50861.14999999999,3,2,2,322
21-8AH-14331,8,77,58874.31000000002,2,2,2,222
21-8AH-14332,2,46,36696.49,1,3,3,133
21-8AH-14335,4,35,30267.89,2,3,3,233
21-8AH-14342,4,53,50237.82000000003,2,3,2,232
21-8AH-14345,18,77,61865.81000000001,3,2,2,322
21-8AH-1435,61,14,11071.29,4,4,4,444
21-8AH-14351,6,32,24228.190000000002,2,4,3,243
21-8AH-14352,0,48,28787.77,1,3,3,133
21-8AH-14354,43,12,5477.14,3,4,4,344
21-8AH-14361,28,74,40203.36000000002,3,2,2,322
21-8AH-14365,365,19,12042.329999999998,4,4,4,444
21-8AH-14369,1,104,48855.52000000002,1,1,2,112
21-8AH-14371,10,90,65701.30999999997,2,2,2,222
21-8AH-14375,9,26,20161.570000000003,2,4,3,243
21-8AH-14376,43,43,27119.150000000005,3,3,3,333
21-8AH-14387,0,164,121355.81000000007,1,1,1,111
21-8AH-14390,10,30,19506.5,2,4,3,243
21-8AH-14396,369,33,24153.05,4,3,3,433
21-8AH-14403,17,82,62930.84000000002,3,2,2,322
21-8AH-14405,21,10,39381.78,3,4,2,342
21-8AH-14408,4,44,151177.59999999998,2,3,1,231
21-8AH-1441,0,83,128345.94999999995,1,2,1,121
21-8AH-14413,2,145,50135.050000000025,1,1,2,112
21-8AH-14417,56,16,3668.88,4,4,4,444
21-8AH-14420,369,31,9213.61,4,4,4,444
21-8AH-14424,0,298,119643.21000000002,1,1,1,111
21-8AH-14426,1,248,181815.54000000004,1,1,1,111
21-8AH-14427,29,69,48705.84,3,2,2,322
21-8AH-14429,5,86,56010.78,2,2,2,222
21-8AH-14433,1,24,19568.41,1,4,3,143
21-8AH-14434,435,10,7311.94,4,4,4,444
21-8AH-14439,5,88,68979.17999999998,2,2,2,222
21-8AH-14440,17,54,42911.40999999999,3,3,2,332
21-8AH-14442,2,129,93028.84000000004,1,1,1,111
21-8AH-14445,16,109,67965.69999999998,3,1,2,312
21-8AH-14447,3,104,73219.48,1,1,1,111
21-8AH-14451,5,112,61585.70000000003,2,1,2,212
21-8AH-14454,121,36,29066.11,4,3,3,433
21-8AH-14455,3,69,34097.91999999999,1,2,3,123
21-8AH-14456,8,182,99655.46999999994,2,1,1,211
21-8AH-14460,0,68,59698.73999999997,1,2,2,122
21-8AH-14463,122,80,73324.15000000001,4,2,1,421
21-8AH-14470,365,77,83456.43000000002,4,2,1,421
21-8AH-14471,366,89,102030.46999999997,4,2,1,421
21-8AH-14472,390,24,24698.86,4,4,3,443
21-8AH-14479,19,9,8938.96,3,4,4,344
21-8AH-14481,5,41,43281.32999999999,2,3,2,232
21-8AH-14484,12,70,35857.200000000004,3,2,3,323
21-8AH-14489,16,37,15648.960000000001,3,3,4,334
21-8AH-14491,6,103,44946.47999999999,2,1,2,212
21-8AH-14492,367,55,19332.53,4,3,3,433
21-8AH-14496,7,28,24374.09,2,4,3,243
21-8AH-14511,9,97,62526.680000000015,2,2,2,222
21-8AH-14513,5,58,45448.86000000003,2,3,2,232
21-8AH-14517,2,77,48884.69999999998,1,2,2,122
21-8AH-1452,9,38,21088.9,2,3,3,233
21-8AH-14524,8,189,151714.20000000004,2,1,1,211
21-8AH-14527,14,141,82098.43999999997,3,1,1,311
21-8AH-14528,30,111,39745.76999999999,3,1,2,312
21-8AH-14531,375,40,14098.11,4,3,4,434
21-8AH-14532,365,26,9467.490000000002,4,4,4,444
